data_source,prompt,ability,reward_model,extra_info
deepscaler,"[{'content': ""Masha talked a lot on the phone with her friends, and the charged battery discharged exactly after a day. It is known that the charge lasts for 5 hours of talk time or 150 hours of standby time. How long did Masha talk with her friends? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '126/29', 'style': 'rule'}","{'index': 65, 'split': 'train'}"
deepscaler,"[{'content': ""Massachusetts Avenue is ten blocks long. One boy and one girl live on each block. They want to form friendships such that each boy is friends with exactly one girl and vice versa. Nobody wants a friend living more than one block away (but they may be on the same block). How many pairings are possible? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '89', 'style': 'rule'}","{'index': 66, 'split': 'train'}"
deepscaler,"[{'content': ""The Rotokas alphabet, consisting of letters A, E, G, I, K, O, P, R, T, U, and V (note S is removed from the original alphabet), is used to design four-letter license plates. How many license plates are possible that start with E, end with O, cannot contain I, and must not have repeated letters? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '56', 'style': 'rule'}","{'index': 67, 'split': 'train'}"
deepscaler,"[{'content': ""In a round-robin tournament among $8$ chess players (each pair plays one match), the scoring rules are: the winner of a match earns $2$ points, a draw results in $1$ point for each player, and the loser scores $0$ points. The final scores of the players are all different, and the score of the player in second place equals the sum of the scores of the last four players. What is the score of the second-place player? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '12', 'style': 'rule'}","{'index': 68, 'split': 'train'}"
deepscaler,"[{'content': ""Given $m$ and $n∈\\{lg2+lg5,lo{g}_{4}3,{(\\frac{1}{3})}^{-\\frac{3}{5}},tan1\\}$, the probability that the function $f\\left(x\\right)=x^{2}+2mx+n^{2}$ has two distinct zeros is ______. Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '\\frac{3}{8}', 'style': 'rule'}","{'index': 69, 'split': 'train'}"
deepscaler,"[{'content': ""Suppose that $A$ and $B$ are digits in base $d > 6$ such that $\\overline{AB}_d + \\overline{AA}_d = 162_d$. Find $A_d - B_d$ in base $d$. Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '3', 'style': 'rule'}","{'index': 70, 'split': 'train'}"
deepscaler,"[{'content': ""In what ratio does the line $TH$ divide the side $BC$? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '1:1', 'style': 'rule'}","{'index': 71, 'split': 'train'}"
deepscaler,"[{'content': ""What is the smallest positive integer with exactly 16 positive divisors? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '120', 'style': 'rule'}","{'index': 72, 'split': 'train'}"
deepscaler,"[{'content': ""$100$ children stand in a line each having $100$ candies. In one move, one of them may take some of their candies and distribute them to a non-empty set of the remaining children. After what least number of moves can it happen that no two children have the same number of candies? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '30', 'style': 'rule'}","{'index': 73, 'split': 'train'}"
deepscaler,"[{'content': ""Let $a_{1}, a_{2}, \\ldots, a_{2005}$ be real numbers such that $$\\begin{array}{ccccccccccc} a_{1} \\cdot 1 & + & a_{2} \\cdot 2 & + & a_{3} \\cdot 3 & + & \\cdots & + & a_{2005} \\cdot 2005 & = & 0 \\\\ a_{1} \\cdot 1^{2} & + & a_{2} \\cdot 2^{2} & + & a_{3} \\cdot 3^{2} & + & \\cdots & + & a_{2005} \\cdot 2005^{2} & = & 0 \\\\ a_{1} \\cdot 1^{3} & + & a_{2} \\cdot 2^{3} & + & a_{3} \\cdot 3^{3} & + & \\cdots & + & a_{2005} \\cdot 2005^{3} & = & 0 \\\\ \\vdots & & \\vdots & & \\vdots & & & & \\vdots & & \\vdots \\\\ a_{1} \\cdot 1^{2004} & + & a_{2} \\cdot 2^{2004} & + & a_{3} \\cdot 3^{2004} & + & \\cdots & + & a_{2005} \\cdot 2005^{2004} & = & 0 \\end{array}$$ and $$a_{1} \\cdot 1^{2005}+a_{2} \\cdot 2^{2005}+a_{3} \\cdot 3^{2005}+\\cdots+a_{2005} \\cdot 2005^{2005}=1$$ What is the value of $a_{1}$? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '1 / 2004!', 'style': 'rule'}","{'index': 74, 'split': 'train'}"
deepscaler,"[{'content': ""When $(3 + 2x + x^{2})(1 + mx + m^{2}x^{2})$ is expanded and fully simplified, the coefficient of $x^{2}$ is equal to 1. What is the sum of all possible values of $m$? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '-\\frac{2}{3}', 'style': 'rule'}","{'index': 75, 'split': 'train'}"
deepscaler,"[{'content': ""Let  $ABCDE$  be a regular pentagon. The star  $ACEBD$  has area 1.  $AC$  and  $BE$  meet at  $P$ , while  $BD$  and  $CE$  meet at  $Q$ . Find the area of  $APQD$ . Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '1/2', 'style': 'rule'}","{'index': 76, 'split': 'train'}"
deepscaler,"[{'content': ""Let $A,$ $B,$ and $C$ be constants such that the equation \\[\\frac{(x+B)(Ax+28)}{(x+C)(x+7)} = 2\\]has infinitely many solutions for $x.$ For these values of $A,$ $B,$ and $C,$ it turns out that there are only finitely many values of $x$ which are not solutions to the equation. Find the sum of these values of $x.$ Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '-21', 'style': 'rule'}","{'index': 77, 'split': 'train'}"
deepscaler,"[{'content': ""The circles \\(O_{1}\\) and \\(O_{2}\\) touch the circle \\(O_{3}\\) with radius 13 at points \\(A\\) and \\(B\\) respectively and pass through its center \\(O\\). These circles intersect again at point \\(C\\). It is known that \\(OC = 12\\). Find \\(AB\\). Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '10', 'style': 'rule'}","{'index': 78, 'split': 'train'}"
deepscaler,"[{'content': ""Compute \\[\\lfloor \\sqrt{1} \\rfloor + \\lfloor \\sqrt{2} \\rfloor + \\lfloor \\sqrt{3} \\rfloor + \\cdots + \\lfloor \\sqrt{25} \\rfloor.\\] Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '75', 'style': 'rule'}","{'index': 79, 'split': 'train'}"
deepscaler,"[{'content': ""The base $ABCD$ of a tetrahedron $P-ABCD$ is a convex quadrilateral with diagonals $AC$ and $BD$ intersecting at $O$. If the area of $\\triangle AOB$ is 36, the area of $\\triangle COD$ is 64, and the height of the tetrahedron is 9, what is the minimum volume of such a tetrahedron? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '588', 'style': 'rule'}","{'index': 80, 'split': 'train'}"
deepscaler,"[{'content': ""On the side \\(AB\\) of an equilateral triangle \\(\\mathrm{ABC}\\), a right triangle \\(\\mathrm{AHB}\\) is constructed (\\(\\mathrm{H}\\) is the vertex of the right angle) such that \\(\\angle \\mathrm{HBA}=60^{\\circ}\\). Let the point \\(K\\) lie on the ray \\(\\mathrm{BC}\\) beyond the point \\(\\mathrm{C}\\), and \\(\\angle \\mathrm{CAK}=15^{\\circ}\\). Find the angle between the line \\(\\mathrm{HK}\\) and the median of the triangle \\(\\mathrm{AHB}\\) drawn from the vertex \\(\\mathrm{H}\\). Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '15', 'style': 'rule'}","{'index': 81, 'split': 'train'}"
deepscaler,"[{'content': ""The four positive integers $a,$ $b,$ $c,$ $d$ satisfy\n\\[a \\times b \\times c \\times d = 10!.\\]Find the smallest possible value of $a + b + c + d.$ Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '175', 'style': 'rule'}","{'index': 82, 'split': 'train'}"
deepscaler,"[{'content': ""A number is randomly selected from the interval $[-π, π]$. Calculate the probability that the value of the function $y = \\cos x$ falls within the range $[-\\frac{\\sqrt{3}}{2}, \\frac{\\sqrt{3}}{2}]$. Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '\\frac{2}{3}', 'style': 'rule'}","{'index': 83, 'split': 'train'}"
deepscaler,"[{'content': ""Four students from Harvard, one of them named Jack, and five students from MIT, one of them named Jill, are going to see a Boston Celtics game. However, they found out that only 5 tickets remain, so 4 of them must go back. Suppose that at least one student from each school must go see the game, and at least one of Jack and Jill must go see the game. How many ways are there of choosing which 5 people can see the game? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '104', 'style': 'rule'}","{'index': 84, 'split': 'train'}"
deepscaler,"[{'content': ""Let \\( M \\) be the centroid of \\( \\triangle ABC \\), and \\( AM = 3 \\), \\( BM = 4 \\), \\( CM = 5 \\). Find the area of \\( \\triangle ABC \\). Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '18', 'style': 'rule'}","{'index': 85, 'split': 'train'}"
deepscaler,"[{'content': ""The radian measure of a 60° angle is $$\\frac {\\pi}{6}$$. Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '\\frac{\\pi}{3}', 'style': 'rule'}","{'index': 86, 'split': 'train'}"
deepscaler,"[{'content': ""29 boys and 15 girls came to the ball. Some of the boys danced with some of the girls (at most once with each person in the pair). After the ball, each individual told their parents how many times they danced. What is the maximum number of different numbers that the children could mention? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '29', 'style': 'rule'}","{'index': 87, 'split': 'train'}"
deepscaler,"[{'content': ""Given positive integers \\( a, b, c, \\) and \\( d \\) such that \\( a > b > c > d \\) and \\( a + b + c + d = 2004 \\), as well as \\( a^2 - b^2 + c^2 - d^2 = 2004 \\), what is the minimum value of \\( a \\)? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '503', 'style': 'rule'}","{'index': 88, 'split': 'train'}"
deepscaler,"[{'content': ""What is the sum of all positive integers less than 500 that are fourth powers of even perfect squares? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '272', 'style': 'rule'}","{'index': 89, 'split': 'train'}"
deepscaler,"[{'content': ""How many nonzero complex numbers $z$ have the property that $0, z,$ and $z^3,$ when represented by points in the complex plane, are the three distinct vertices of an equilateral triangle? Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '4', 'style': 'rule'}","{'index': 90, 'split': 'train'}"
deepscaler,"[{'content': ""The hyperbola \\[\\frac{(x-3)^2}{5^2} - \\frac{(y-17)^2}{12^2} = 1\\]has two foci, which have different $x-$coordinates. Find the coordinates of the one with the larger $x-$coordinate. Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '(16,17)', 'style': 'rule'}","{'index': 91, 'split': 'train'}"
deepscaler,"[{'content': ""Given six thin wooden sticks, the two longer ones are $\\sqrt{3}a$ and $\\sqrt{2}a$, while the remaining four are of length $a$. If they are used to form a triangular prism, find the cosine of the angle between the lines containing the two longer edges. Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '\\frac{\\sqrt{6}}{3}', 'style': 'rule'}","{'index': 92, 'split': 'train'}"
deepscaler,"[{'content': ""A circle with a radius of 3 units has its center at $(0, 0)$. A circle with a radius of 5 units has its center at $(12, 0)$. A line tangent to both circles intersects the $x$-axis at $(x, 0)$ to the right of the origin. What is the value of $x$? Express your answer as a common fraction. Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '\\frac{9}{2}', 'style': 'rule'}","{'index': 93, 'split': 'train'}"
deepscaler,"[{'content': ""In a regular triangle $ABC$ with side length $3$, $D$ is a point on side $BC$ such that $\\overrightarrow{CD}=2\\overrightarrow{DB}$. Calculate the dot product $\\overrightarrow{AB} \\cdot \\overrightarrow{AD}$. Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '\\frac{15}{2}', 'style': 'rule'}","{'index': 94, 'split': 'train'}"
deepscaler,"[{'content': ""A circle intersects the  $y$ -axis at two points  $(0, a)$  and  $(0, b)$  and is tangent to the line  $x+100y = 100$  at  $(100, 0)$ . Compute the sum of all possible values of  $ab - a - b$ . Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '10000', 'style': 'rule'}","{'index': 95, 'split': 'train'}"
deepscaler,"[{'content': ""Given circle $O$, points $E$ and $F$ are on the same side of diameter $\\overline{AB}$, $\\angle AOE = 60^\\circ$, and $\\angle FOB = 90^\\circ$. Calculate the ratio of the area of the smaller sector $EOF$ to the area of the circle. Let's think step by step and output the final answer within \\boxed{}."", 'role': 'user'}]",math,"{'ground_truth': '\\frac{1}{12}', 'style': 'rule'}","{'index': 96, 'split': 'train'}"
